Date,Close,High,Low,Open,Volume
,JNJ,JNJ,JNJ,JNJ,JNJ
2010-01-04,41.32490158081055,41.52296309192271,41.15239717992582,41.34406819485103,9506200
2010-01-05,40.84567642211914,41.2865276080665,40.775395656982155,41.26097052306073,10673100
2010-01-06,41.17793273925781,41.23543743261119,40.78180987745663,40.826533583612196,13171500
2010-01-07,40.88405227661133,41.11405895620008,40.72432399405071,41.0501686180799,10901600
2010-01-08,41.02458572387695,41.05653331011808,40.65401760861455,40.83930044761643,7898000
2010-01-11,41.03098678588867,41.36960983940018,40.89681566324365,41.36960983940018,7975700
2010-01-12,41.24821090698242,41.35043929995265,40.903197392485,40.97347819402251,10820700
2010-01-13,41.51018524169922,41.67630401398462,41.23545241137035,41.23545241137035,13023800
2010-01-14,41.593231201171875,41.701845230518266,41.36961264824728,41.65712151993335,7899000
2010-01-15,41.24821090698242,41.6571147298272,40.877642731501474,41.618781519722404,20995000
2010-01-19,41.75296401977539,42.0085301974011,40.96071325620314,40.979879866484175,15181800
2010-01-20,41.62517547607422,42.13630285989631,41.19071451884028,41.82962740450675,13033000
2010-01-21,40.87126541137695,41.829634911880014,40.7626489339449,41.574068736841994,14473900
2010-01-22,40.379302978515625,41.01182793486802,40.30902215700316,40.83293063358366,14017200
2010-01-25,40.3920783996582,40.69875633017777,40.28346192830736,40.67958728390436,10001700
2010-01-26,40.11735153198242,40.257910747529095,39.75317128358349,40.02151359829433,15630300
2010-01-27,40.53262710571289,40.71152434683324,40.05983299914797,40.11094475571171,14982400
2010-01-28,40.76264572143555,40.93515251040197,40.27707295184297,40.61569603541069,17096000
2010-01-29,40.16206741333008,41.06293211534372,40.13651031103283,40.85848260874396,17844400
2010-02-01,40.30901336669922,40.41762738552563,40.10456144175371,40.41762738552563,10153400
2010-02-02,40.88405227661133,41.01822101175964,40.015130029519916,40.37931031877732,13609300
2010-02-03,40.65404510498047,40.80738289870989,40.43681453281355,40.80738289870989,9255900
2010-02-04,40.02150344848633,40.64763779461162,40.00872489808467,40.5645808728898,18397000
2010-02-05,40.02150344848633,40.63485924420996,39.542318776091115,40.053448605860815,16775200
2010-02-08,39.84901428222656,40.238751711284614,39.77873344259178,39.932073677909514,10081200
2010-02-09,40.09817886352539,40.55180894647536,39.91289594558435,39.9640077182806,11356400
2010-02-10,40.07901382446289,40.29624435077135,39.74677875850526,40.11734948343254,10115800
2010-02-11,40.19403076171875,40.38570424116798,39.778736191861654,40.00874534210494,8353600
2010-02-12,40.07262420654297,40.25151906691728,39.68288688593349,40.00234338646458,12335800
2010-02-16,40.64125442504883,40.70514474716605,40.13651259364027,40.41124536581153,10212400
2010-02-17,40.877662658691406,41.12045033583264,40.64126547785559,40.654044033206205,9485500
2010-02-18,41.22904968261719,41.33766370843441,40.85848145877443,40.877648066328206,8260600
2010-02-19,41.08097839355469,41.49944793366176,40.95865452547529,41.29987102200893,14222300
2010-02-22,40.87497329711914,41.26769029309544,40.81059164997725,41.08098965615576,9839700
2010-02-23,40.75906753540039,41.10671842505808,40.70756224454299,40.9200178854686,12481400
2010-02-24,40.84921646118164,41.106735655690144,40.72045563597316,40.91359564583165,8519300
2010-02-25,40.739768981933594,40.784834902460716,40.25048079224972,40.424307538243696,10528900
2010-02-26,40.55950164794922,40.93934469812666,40.55950164794922,40.85564980072261,9357800
2010-03-01,40.81057357788086,40.85563948296934,40.6689364727984,40.733318091430256,9219400
2010-03-02,40.842769622802734,40.971530424535814,40.572374149480474,40.759077189198045,9014000
2010-03-03,40.81703186035156,41.04236149009051,40.70114734908331,40.93935330850859,9360400
2010-03-04,40.92647171020508,41.01016661443752,40.797710885826355,40.90071905414764,8067200
2010-03-05,41.22904968261719,41.248362942210676,40.913585859112224,40.98440441883219,10633600
