Date,Close,High,Low,Open,Volume,triangular_target
2010-01-04,0.0041092459051062,25.151662730631717,24.650220509306173,24.97655524845912,0.8906595323950215,0.0
2010-01-05,0.0040426481494285,25.446160225393463,24.896963603947057,25.25513511556872,0.8116552285681051,0.0
2010-01-06,0.0044555446591079,25.51778880989832,25.00042758241853,25.15165631898026,0.7015703152262417,0.0
2010-01-07,0.0060805362813241,26.305769775579268,25.14370016361912,25.14370016361912,0.8588887596448372,0.0
2010-01-08,0.0056676206206006,26.20228981770425,25.740647139588106,26.15453545846765,0.5051917335504633,0.0
2010-01-11,0.0059606730884671,26.369454302038445,26.02720036205569,26.03515841440301,0.503501221356287,0.0
2010-01-12,0.0048018721396758,26.19434792118114,25.103912526473657,26.027201488263767,0.9621573417083478,0.0
2010-01-13,0.0054545269534762,25.90780508199144,25.215339236304164,25.462079817791256,0.6268233104571361,0.0
2010-01-14,0.006493448750207,26.528636746013323,25.732698093489887,26.011275407367087,0.6284595401496645,0.0
2010-01-25,0.006067232689392,26.839058609599967,26.234143391946088,26.711708516872683,0.7918886433251909,0.0
2010-01-26,0.0053213027155548,26.194328161955607,25.820236206054688,25.875951641665864,0.8020782443488038,0.0
2010-01-29,0.006067232689392,26.902732137830757,26.234143391946088,26.60027452900381,0.869877088906983,0.0
2010-02-02,0.0074657919423041,27.157434382614333,26.21026818589883,26.37741462597816,0.8840758404094451,0.0
2010-02-03,0.006493448750207,27.101710511169998,26.122706332917968,27.101710511169998,0.5968283509751463,0.5
2010-02-04,0.0053479737362326,26.457008370935785,25.78045853534567,26.457008370935785,0.7703850180295452,-0.0
2010-02-05,0.0054545269534762,25.97148163786697,25.342689311789933,25.804332196826348,0.926834942421775,-0.2
2010-02-08,0.0052813536376702,26.22617130206797,25.65309467339922,25.65309467339922,0.6858361443914543,-0.4
2010-02-09,0.006067232689392,26.31373909756671,25.470042835582387,26.043119770988017,0.8159823194137489,-0.6000000000000001
2010-02-10,0.0056809625146209,26.40128928702409,25.708823361548223,26.26598114459581,0.7786592222092977,-0.8
2010-02-11,0.0062270641111777,26.425168718271863,25.820253531084408,26.035157371037933,0.5539606839595207,0.0
2010-02-12,0.0049750199207564,26.14658543163534,25.493915931771383,26.09086996478831,0.8510488154782676,0.25
2010-02-17,0.005467843312771,26.433123918026656,25.21533865929436,25.21533865929436,0.8512194176263037,0.5
2010-02-18,0.0056543170286685,26.25801965548972,25.56555078438348,25.65310452920831,0.7454615951300841,0.75
2010-02-19,0.004655357077185,26.082916164107512,25.334733229058685,25.80433574820971,0.8370516846962118,-0.0
2010-02-23,0.0058141484504542,26.40128143418216,25.756573122878866,26.162500465689654,0.7779845682602458,-0.3333333333333333
2010-02-24,0.0068930512434763,26.791304457400297,25.75658444812035,26.170473059085545,0.7962932806017603,-0.6666666666666666
2010-02-26,0.0072127172788884,27.300701033404646,26.552519632518056,26.67986972280228,0.6956457679035322,0.0
2010-03-01,0.0074524691993279,27.6349962592661,26.687827138858065,27.061919348516067,0.7953782327168392,0.1111111111111111
2010-03-02,0.0073325740880641,27.356404595525657,26.751492689156777,27.14946192752861,0.4937768989182273,0.2222222222222222
2010-03-03,0.0075323769306191,27.34049277482845,26.87884991369174,27.10171177518773,0.5719592105773331,0.3333333333333333
2010-03-05,0.0070528762815806,26.894769166754777,26.23413859411866,26.289854059730725,0.5753402349656856,0.4444444444444444
2010-03-08,0.0062004090497032,26.93455973134187,26.2898484348584,26.854967093572583,0.5444379822418672,0.5555555555555556
2010-03-09,0.0061737890984762,26.62415310276611,26.32169551275242,26.40924926535629,0.6247760846807026,0.6666666666666666
2010-03-10,0.0063868827656007,26.703733982903067,26.218211050007053,26.281887582442547,0.5199488193555891,0.7777777777777777
2010-03-12,0.0059473471536502,26.854972216868884,26.090868781694027,26.80721480333761,0.6774766391376836,0.8888888888888888
2010-03-15,0.0054411914431373,26.090862750705124,25.414316248189422,26.090862750705124,0.9930673490752588,-0.0
2010-03-16,0.0061338304450696,26.353535927688178,25.541677932689247,25.589435356959456,0.9474700476910548,0.0
2010-03-17,0.005734240719163,26.3933304062845,25.676984273956755,26.3933304062845,0.767740684734985,0.3333333333333333
2010-03-23,0.0062803327401978,26.63210487145842,26.2341355707985,26.55251222583236,0.8293978519638633,0.6666666666666666
2010-03-24,0.0056942756820751,26.53659482340524,26.043113708496094,26.37740648548664,0.7841340002326392,-0.0
2010-03-26,0.0055743997218553,26.48087967425521,25.94759919135064,26.345568522728808,0.6232406653483773,-0.14285714285714285
2010-03-29,0.0058541039120201,26.28189146682598,25.88392218907803,25.995353101045115,0.5624597727889573,-0.2857142857142857
2010-03-30,0.0061471436125238,26.496799588009964,25.947599951411235,26.098830244974422,0.5070838664650459,-0.42857142857142855
2010-03-31,0.0056276715427161,26.35352799797975,25.868004957588784,26.18638161772659,0.4844790818502578,-0.5714285714285714
2010-04-01,0.0060942867309507,26.28214836120605,25.907712435653185,26.130779094762826,0.4652320576945445,-0.7142857142857142
2010-04-05,0.0062942619329022,26.465382636764755,26.10688047118968,26.385713800495093,0.465898957000504,-0.8571428571428571
2010-04-06,0.0066542313405137,27.086790129193897,26.4892874057558,26.505221176400863,0.675964483734636,0.0
2010-04-07,0.0060142992036427,26.71235111386239,26.08298395893913,26.71235111386239,0.5957039277267263,0.08333333333333333
2010-04-08,0.0056010164812416,26.258252824510667,25.652784722952862,26.162653237750185,0.8111821953394595,0.16666666666666666
2010-04-09,0.0051210593989867,26.05907894471013,25.18274302668837,26.01924604644648,0.9396611220968556,0.25
2010-04-12,0.0051210593989867,25.796179384925736,25.501409251852948,25.63684475281578,0.6241944864487612,0.3333333333333333
2010-04-13,0.0049877457895264,26.03518140506748,25.358011456496943,25.843979227036463,0.8068783684230932,0.41666666666666663
2010-04-19,0.0037478784712791,25.230540124447334,24.346235897413266,24.346235897413266,0.9934007987282384,0.5
2010-04-28,0.002694673187529,24.394041745637644,23.66907047895518,23.844338892241662,0.9737195145593422,0.5833333333333333
2010-04-29,0.0038412110844481,25.286312991878518,24.529477182879717,24.54540943268517,1.0,0.6666666666666666
